Year,Age,Female,Male,Total,OpenInterval
2006,20,2.52e-4,4.64e-4,3.63e-4,FALSE
2006,21,3.03e-4,4.64e-4,3.87e-4,FALSE
2006,22,3.44e-4,5.15e-4,4.32e-4,FALSE
2006,23,3.51e-4,5.34e-4,4.45e-4,FALSE
2006,24,3.13e-4,5.6e-4,4.4e-4,FALSE
2006,25,3.9e-4,6.11e-4,5.04e-4,FALSE
2006,26,3.62e-4,5.79e-4,4.72e-4,FALSE
2006,27,3.78e-4,6.99e-4,5.43e-4,FALSE
2006,28,3.45e-4,7.63e-4,5.58e-4,FALSE
2006,29,3.89e-4,7.92e-4,5.94e-4,FALSE
2006,30,4e-4,7.55e-4,5.81e-4,FALSE
2006,31,4.23e-4,7.9e-4,6.1e-4,FALSE
2006,32,4.76e-4,8.55e-4,6.69e-4,FALSE
2006,33,4.99e-4,9.09e-4,7.08e-4,FALSE
2006,34,5.44e-4,9.05e-4,7.29e-4,FALSE
2006,35,5.71e-4,0.001073,8.28e-4,FALSE
2006,36,5.64e-4,0.001196,8.86e-4,FALSE
2006,37,6.53e-4,0.001413,0.001037,FALSE
2006,38,7.63e-4,0.001534,0.00115,FALSE
2006,39,8.2e-4,0.001707,0.001274,FALSE
2006,40,8.79e-4,0.001973,0.001444,FALSE
2006,41,8.93e-4,0.00221,0.001564,FALSE
2006,42,8.86e-4,0.002279,0.001602,FALSE
2006,43,0.001126,0.002996,0.002091,FALSE
2006,44,0.001029,0.0027,0.001883,FALSE
2006,45,0.001279,0.003446,0.002373,FALSE
2006,46,0.001233,0.00394,0.002598,FALSE
2006,47,0.001469,0.003959,0.002733,FALSE
2006,48,0.001592,0.004378,0.003014,FALSE
2006,49,0.00153,0.004787,0.003186,FALSE
2006,50,0.001783,0.005289,0.003543,FALSE
2006,51,0.00202,0.005695,0.003866,FALSE
2006,52,0.002048,0.006046,0.004063,FALSE
2006,53,0.002422,0.006455,0.004438,FALSE
2006,54,0.002526,0.007537,0.005032,FALSE
2006,55,0.002394,0.007819,0.005105,FALSE
2006,56,0.002974,0.008414,0.005687,FALSE
2006,57,0.003001,0.008788,0.005882,FALSE
2006,58,0.003436,0.009194,0.00628,FALSE
2006,59,0.003687,0.010354,0.006964,FALSE
2006,60,0.003771,0.009966,0.006806,FALSE
2006,61,0.004303,0.012297,0.008141,FALSE
2006,62,0.004783,0.012976,0.008652,FALSE
2006,63,0.005422,0.014625,0.009758,FALSE
2006,64,0.005871,0.016353,0.010782,FALSE
2006,65,0.007073,0.018004,0.012117,FALSE
2006,66,0.007931,0.020327,0.013577,FALSE
2006,67,0.008729,0.022694,0.015019,FALSE
2006,68,0.009737,0.024619,0.01635,FALSE
2006,69,0.011307,0.028324,0.018737,FALSE
2006,70,0.013273,0.030706,0.020705,FALSE
2006,71,0.014849,0.033864,0.022758,FALSE
2006,72,0.017111,0.036364,0.024898,FALSE
2006,73,0.018639,0.040086,0.027034,FALSE
2006,74,0.022372,0.046961,0.031635,FALSE
2006,75,0.025026,0.049248,0.033684,FALSE
2006,76,0.030904,0.055978,0.039672,FALSE
2006,77,0.034935,0.064378,0.045099,FALSE
2006,78,0.039175,0.071558,0.049985,FALSE
2006,79,0.044957,0.079236,0.056196,FALSE
2006,80,0.052623,0.083113,0.062446,FALSE
2006,81,0.061684,0.097125,0.073083,FALSE
2006,82,0.06384,0.103428,0.07635,FALSE
2006,83,0.082847,0.119836,0.094055,FALSE
2006,84,0.090357,0.130679,0.102227,FALSE
2006,85,0.098464,0.139475,0.110399,FALSE
2006,86,0.109729,0.155037,0.122731,FALSE
2006,87,0.1254,0.16494,0.136335,FALSE
2006,88,0.141726,0.187307,0.153446,FALSE
2006,89,0.159966,0.209395,0.171676,FALSE
2006,90,0.172586,0.228476,0.185044,FALSE
2006,91,0.187053,0.223154,0.194738,FALSE
2006,92,0.219794,0.243429,0.22457,FALSE
2006,93,0.24337,0.269225,0.248444,FALSE
2006,94,0.253953,0.2837,0.25984,FALSE
2006,95,0.255951,0.308894,0.266504,FALSE
2006,96,0.284395,0.3169,0.290881,FALSE
2006,97,0.320938,0.394698,0.334519,FALSE
2006,98,0.343132,0.338831,0.342438,FALSE
2006,99,0.346578,0.412776,0.356774,FALSE
2006,100,0.396768,0.405467,0.398041,FALSE
2006,101,0.420628,0.426742,0.421466,FALSE
2006,102,0.445025,0.44889,0.445547,FALSE
2006,103,0.469251,0.471257,0.469522,FALSE
2006,104,0.492261,0.511945,0.494736,FALSE
2006,105,0.517095,0.619878,0.528146,FALSE
2006,106,0.549691,0.889919,0.576616,FALSE
2006,107,0.595837,1.980296,0.64939,FALSE
2006,108,0.688908,NA,0.688908,FALSE
2006,109,0.95916,NA,0.95916,FALSE
2006,110,2.092308,NA,2.092308,TRUE
2007,0,0.003585,0.004078,0.003839,FALSE
2007,1,3.83e-4,4.54e-4,4.2e-4,FALSE
2007,2,2.26e-4,3e-4,2.64e-4,FALSE
2007,3,1.89e-4,2.34e-4,2.12e-4,FALSE
2007,4,2.01e-4,2.17e-4,2.09e-4,FALSE
2007,5,1.36e-4,1.9e-4,1.64e-4,FALSE
2007,6,1.73e-4,1.68e-4,1.7e-4,FALSE
2007,7,1.29e-4,2.06e-4,1.7e-4,FALSE
2007,8,1.03e-4,1.43e-4,1.24e-4,FALSE
